guten_bid,good_bid,title,author
15189,19396846,When Buffalo Ran,George Bird Grinnell
15207,18886726,The New Physics and Its Evolution,Lucien Poincare
15210,672737,Darkwater: Voices from Within the Veil,W.E.B. Du Bois
15221,1871267,A New Conscience and an Ancient Evil,Jane Addams
15233,5709866,Authentic Narrative Of The Death Of Lord Nelson,William Beatty
15234,8545921,The Tale of the Pie and the Patty-Pan,Beatrix Potter
15238,17696520,Matilda,Mary Wollstonecraft Shelley
15243,20634832,Over Paradise Ridge A Romance,Maria Thompson Daviess
15253,18932822,The Advance of Science in the Last Half-Century,Thomas Henry Huxley
15258,11517458,Cecilia de Noel,Lanoe Falconer
15272,18868121,"Spenser's The Faerie Queene, Book I",Edmund Spenser
15274,18909726,The Girl from Montana,Grace Livingston Hill
15280,8483916,"Lulu, Alice and Jimmie Wibblewobble",Howard R. Garis
15281,3411376,Uncle Wiggily's Adventures,Howard R. Garis
15284,22891150,The Tale of Johnny Town-Mouse,Beatrix Potter
15323,2572717,The Green Eyes of Bast,Sax Rohmer
15335,7573510,Madame Chrysanthème,Pierre Loti
15337,7629866,A Source Book of Australian History,H. Gwendolen Swinburne
15343,6694179,A Little Book for Christmas,Cyrus Townsend Brady
15359,20323822,The Negro,W.E.B. Du Bois
15379,21798832,Robert Moffat The Missionary Hero of Kuruman,David J. Deane
15399,240011,"The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African, Written by Himself",Olaudah Equiano
15408,2763901,"Three Lives: Stories of the Good Anna, Melanctha and the Gentle Lena",Gertrude Stein
15415,2873312,Tramping on Life An Autobiographical Narrative,Harry Kemp
15422,3103470,Israel Potter: His Fifty Years of Exile,Herman Melville
15427,26042391,"Notes and Queries, Number 59, December 14, 1850",Various
15464,5486473,Foods That Will Win the War and How to Cook Them (1918),Alberta Moorhouse Goudiss
15470,6105940,Inez: A Tale of the Alamo,Augusta Jane Evans
15487,608156,Democracy and Social Ethics,Jane Addams
15488,2849559,Woman's Life in Colonial Days,Carl Holliday
15489,7825596,Dream Psychology: Psychoanalysis for Beginners,Sigmund Freud
15492,6622446,A Doll's House,Henrik Ibsen
15521,12211030,The Adventures of Prickly Porky,Thornton W. Burgess
15533,4829088,"The Present Picture of New South Wales, 1811",David Dickinson Mann
15545,8801370,The Basis of Morality,Annie Besant
15568,8257493,The Law and the Word,T. Troward
15569,2166165,The Cuckoo Clock,Mrs. Molesworth
15573,14293917,Judith of the Plains,Marie Manning
15575,22891133,"The Tale of Samuel Whiskers, or The Roly-Poly Pudding",Beatrix Potter
15577,18955693,A History of the McGuffey Readers,Henry Hobart Vail
15580,18369587,The Rustlers of Pecos County,Zane Grey
15581,7541725,Life of Tecumseh and of His Brother the Prophet: With a Historical Sketch of the Shawanoe Indians,Benjamin Drake
15592,8614745,Old-Fashioned Fairy Tales,Juliana Horatia Ewing
15618,8422551,The Loving Ballad of Lord Bateman,Charles Dickens
15630,3444130,Polly Oliver's Problem,Kate Douglas Wiggin
15649,20882429,"A Philosophicall Essay for the Reunion of the Languages Or, The Art of Knowing All by the Mastery of One",Pierre Besnier
15661,4238416,The Golden Goose Book,L. Leslie Brooke
15664,6594282,"Pepper and Salt, or Seasoning for Young Folk",Howard Pyle
15673,6522280,The Day of the Beast,Zane Grey
15687,151921,Little Essays of Love and Virtue,H. Havelock Ellis
15695,12232406,Doc. Gordon,Mary E. Wilkins Freeman
15709,18756502,The Christmas Angel,Abbie Farwell Brown
15714,7506791,The Poor Little Rich Girl,Eleanor Gates
15715,341351,My Adventures as a Spy,Robert Baden-Powell
15721,7333651,The Hawk of Egypt,Joan Conquest
15728,6444899,The Indiscreet Letter,Eleanor Hallowell Abbott
15741,1819127,The Little Colonel's House Party,Annie Fellows Johnston
15745,8099391,The Man-Wolf and Other Tales,Erckmann-Chatrian
15750,14332292,Pee-Wee Harris on the Trail,Percy Keese Fitzhugh
15763,4817812,Count Hannibal: A Romance of the Court of France,Stanley J. Weyman
15766,469232,The Claverings,Anthony Trollope
15774,12220064,"Ishmael, Or, In the Depths",E.D.E.N. Southworth
15776,20949977,The Economic Consequences of the Peace,John Maynard Keynes
15809,1831541,A Apple Pie,Kate Greenaway
15818,8016472,The Melting of Molly,Maria Thompson Daviess
15837,12148808,Jerusalem,Selma Lagerlof
15839,4459099,The Rebel of the School,L.T. Meade
15851,565512,Love Conquers All,Robert Benchley
15859,8891527,The Piazza Tales,Herman Melville
15862,3162442,Afterwhiles,James Whitcomb Riley
15875,6774840,The Unseen Bridegroom or Wedded for a Week,May Agnes Fleming
15892,10437473,The Education of Catholic Girls,Janet Erskine Stuart
15900,19062604,His Masterpiece,Emile Zola
15902,11344494,Poker!,Zora Neale Hurston
15929,6676697,Mother Stories,Maud Lindsay
15948,6469736,The Hollow Land,William Morris
15951,19164544,A Sea Queen's Sailing,Charles W. Whistler
15955,7551402,A Short History Of Scotland,Andrew Lang
15962,8320074,Essays on political economy,Frederic Bastiat
15992,19412714,Come Rack! Come Rope!,Robert Hugh Benson
16000,6660278,The Ship Of Stars,Arthur Quiller-Couch
16026,11310094,De Quincey's Revolt of the Tartars,Thomas de Quincey
16052,17666348,The Brownies and Other Tales,Juliana Horatia Ewing
16081,8232336,The Anti-Slavery Alphabet,Anonymous
16091,7072943,Dorothy Dale's Camping Days,Margaret Penrose
16100,2119088,Marietta: A Maid of Venice,Francis Marion Crawford
16125,3121044,The Judge,Rebecca West
16134,18947185,The First Christmas Tree A Story of the Forest,Henry Van Dyke
16137,21259632,The Hoyden,Margaret Wolfe Hungerford
16146,19316816,"Petty Troubles of Married Life, Complete",Honore de Balzac
16168,804628,The Master Mystery,Arthur B. Reeve
16169,264322,The Tragedy of Dido Queene of Carthage,Christopher Marlowe
16229,1180413,The Poems of Henry Van Dyke,Henry Van Dyke
16230,35312213,Fat and Blood: An Essay on the Treatment of Certain Forms of Neurasthenia and Hysteria,Silas Weir Mitchell
16250,19311015,Tristan and Isolda Opera in Three Acts,Richard Wagner
16257,18958070,By the Turtles of Tasman,Jack London
16259,489065,The Surprising Adventures of the Magical Monarch of Mo and His People,L. Frank Baum
16261,10435857,Some Chinese Ghosts,Lafcadio Hearn
16265,32079889,Riley Songs Of Home,James Whitcomb Riley
16269,22386257,Thought-Forms,Annie Besant
16273,18717531,"Manual of Heraldy: Fifth Edition Being a Concise Description of the Several Terms Used, and Containing a Dictionay of every Designation in the Science",Anonymous
16287,28841,Talks to Teachers on Psychology and to Students on Some of Life's Ideals,William James
16300,1025930,The History of Emily Montague,Frances Brooke
16303,1073260,Guy Rivers: A Tale of Georgia,William Gilmore Simms
16310,8768612,Cinderella and Other Stories,Richard Harding Davis
16317,18923645,The Art of Public Speaking,J. Berg Esenwein
16339,5869966,The Passenger from Calais,Arthur Griffiths
16357,19507988,Mary A Fiction,Mary Wollstonecraft
16369,15990166,Fishing With A Worm,Bliss Perry
16376,6138655,Brownings Short Poems,Robert Browning
16389,15701593,The Enchanted April,Elizabeth von Arnim
16406,17319081,An Introduction to Philosophy,George Stuart Fullerton
16427,13162430,The Splendid Folly,Margaret Pedler
16448,5508759,Jewel's Story Book,Clara Louise Burnham
16457,237143,All Around the Moon,Jules Verne
16468,6789525,The Pot of Gold and Other Stories,Mary E. Wilkins Freeman
16480,7625556,Beechenbrook: A Rhyme Of The War,Margaret Junkin Preston
16493,19695480,The Man Without a Country,Edward Everett Hale
16494,10745370,The Transvaal from Within: A Private Record of Public Affairs,Percy FitzPatrick
16497,13162507,The Moon Out of Reach,Margaret Pedler
16500,858001,"Translations from the Chinese,",Arthur Waley
16502,51149,The Witness,Grace Livingston Hill
16512,3227758,"Apology for Atheism, an (Addressed to Religious Investigators of Every Denomination by One of Its Apostles)",Charles Southwell
16514,11977739,A Little Cook Book For A Little Girl,Caroline French Benton
16517,8619711,Liza of Lambeth,W. Somerset Maugham
16521,3068998,Fanny Goes to War,Pat Beauchamp
16532,2282859,The Plastic Age,Percy Marks
16537,8301518,Myths That Every Child Should Know: A Selection Of The Classic Myths Of All Times For Young People,Hamilton Wright Mabie
16568,8840053,Point Lace And Diamonds,George Augustus Baker
16579,1249410,On The Art Of Reading,Arthur Quiller-Couch
16581,2257541,The Life of Jesus,Ernest Renan
16623,1210751,Letters of a Woman Homesteader,Elinore Pruitt Stewart
16634,7200484,Biltmore Oswald: The Diary of a Hapless Recruit,Thorne Smith
16643,21845717,Essays by Ralph Waldo Emerson,Ralph Waldo Emerson
16645,20693037,Sermons Preached at Brighton Third Series,Frederick W. Robertson
16650,18900033,The Complete Home,Clara E. Laughlin
16651,27466134,The Safety Curtain and Other Stories,Ethel M. Dell
16653,9949700,Myths of Babylonia and Assyria,Donald A. Mackenzie
16657,12989748,The Book of Missionary Heroes,Basil Mathews
16674,14328372,The Pride of Palomar,Peter B. Kyne
16677,5378625,The Chink in the Armor,Marie Belloc Lowndes
16686,19265939,Verses for Children and Songs for Music,Juliana Horatia Ewing
16692,6664192,Beyond The Rocks A Love Story,Elinor Glyn
16700,10213711,"The Ancient Church: Its History, Doctrine, Worship, and Constitution",William Dool Killen
16705,7908640,A Wanderer in Venice,Edward Verrall Lucas
16712,493651,Some Turns of Thought in Modern Philosophy. Five Essays,George Santayana
16713,1692227,Amusements in Mathematics,Henry Ernest Dudeney
16721,16038259,A Place So Foreign,Cory Doctorow
16726,6993207,Four Weird Tales,Algernon Blackwood
16734,11398094,Retrospection & Introspection,Mary Baker Eddy
16739,11384833,Greatest Thing in the World and Other Addresses,Henry Drummond
16740,10339117,The Busie Body,Susanna Centlivre
16751,1664061,McGuffey's Sixth Eclectic Reader,William Holmes McGuffey
16753,19200229,The Noble Spanish Soldier,Thomas Dekker
16756,11869068,The Bobbsey Twins at the County Fair,Laura Lee Hope
16764,10305988,"History of the Wars, Books I and II The Persian War",Procopius
16765,18919092,"History of the Wars, Books III and IV The Vandalic War",Procopius
16770,22728968,The Adventure of Two Dutch Dolls and a 'Golliwogg',Bertha Upton
16776,516224,Poems of Passion,Ella Wheeler Wilcox
16781,18896192,"Memoir, Correspondence, And Miscellanies, From The Papers Of Thomas Jefferson, Volume 1",Thomas Jefferson
16787,5026639,Life Of Charles Dickens,Frank Thomas Marzials
16790,882945,Anglo Saxon Britain,Grant Allen
16799,1528614,Dangerous Ages,Rose Macaulay
16804,6326104,An Eye for an Eye,Anthony Trollope
16833,7550283,Auguste Comte and Positivism,John Stuart Mill
16840,8391641,Stories of the Wagner Opera,Helene A. Guerber
16863,8102686,Lives of the Three Mrs Judsons,Arabella Stuart
16865,25284897,Pinocchio: The Tale of a Puppet,Carlo Collodi
16878,9768108,Observations Upon the Prophecies of Daniel and the Apocalypse of St. John,Isaac Newton
16891,1579135,Peter Parley's Tales about America and Australia,Peter Parley
16917,612154,Art,Clive  Bell
16921,8240779,Plague Ship,Andre Norton
16929,11320582,Treat 'Em Rough: Letters from Jack the Kaiser Killer,Ring Lardner
16930,11878005,A Short History of Russia,Mary Platt Parmele
16931,14319099,Four American Leaders,Charles William Eliot
16939,9066032,Gems of Divine Mysteries,Baha'u'llah
16950,8471064,"Goblin Market, the Prince's Progress and Other Poems",Christina Rossetti
16969,8175069,Dick and Brownie,Mabel Quiller-Couch
16981,6347863,Old Peter's Russian Tales,Arthur Ransome
16982,6571724,Bunny Rabbit's Diary,Mary Frances Blaisdell
16984,851516,Prayers & Meditations,Baha'u'llah
16986,553243,The Seven Valleys and the Four Valleys,Baha'u'llah
17009,11088862,Studies in Occultism; A Series of Reprints from the Writings of H. P. Blavatsky No. 1: Practical Occultism-Occultism versus the Occult Arts-The Blessings of Publicity,Helena Petrovna Blavatsky
17026,12188858,Craphound,Cory Doctorow
17028,24352387,Eastern Standard Tribe,Cory Doctorow
17043,11269625,The Sheriff's Son,William MacLeod Raine
17047,12128082,The Half Hearted,John Buchan
17048,6266969,The Man and the Moment,Elinor Glyn
17058,4280093,The Submarine Boys' Lightning Cruise: The Young Kings of the Deep,Victor G. Durham
17060,21327908,Death and Burial of Poor Cock Robin,Henry Louis Stephens
17074,21125768,The Pianoforte Sonata Its Origin and Development,John South Shedlock
17081,11310422,Cottage Poems,Patrick Bronte
17087,11243810,Ancient Art And Ritual,Jane Ellen Harrison
17089,22891139,The Tale of Mrs. Tittlemouse,Beatrix Potter
17090,1266134,Random Reminiscences of Men and Events,John D. Rockefeller
17093,15899017,Camp Life in the Woods and the Tricks of Trapping and Trap Making,William Hamilton Gibson
17099,20874533,The Meadow-Brook Girls by the Sea Or The Loss of The Lonesome Bar,Janet Aldridge
17101,19096299,Anglo-Saxon Literature,John Earle
17104,9799026,The Rocket Book,Peter Newell
17125,8855169,More William,Richmal Crompton
17131,4677286,The Colonel of the Red Huzzars,John Reed Scott
17133,16066075,"Mildred's Inheritance, Just Her Way and Ann's Own Way",Annie Fellows Johnston
17138,12204937,"Home Again, Home Again",Cory Doctorow
17144,5424730,The House of the Vampire,George Sylvester Viereck
17156,7238895,The Soldier of the Valley,Nelson Lloyd
17157,18760879,Gulliver's Travels Into Several Remote Regions of the World,Jonathan Swift
17175,21221596,The Tapestry Room A Child's Romance,Mrs. Molesworth
17180,10772964,The Riddle of the Frozen Flame,Mary E. Hanshew
17181,1542314,"Rosalynde; Or, Euphues' Golden Legacy",Thomas Lodge
17182,6593102,Within the Temple of Isis,Belle M. Wagner
17188,452882,Buccaneers & Pirates of Our Coasts,Frank R. Stockton
17189,11188209,Autumn Leaves: Original Pieces in Prose and Verse,Anne W. Abbot
17190,6479269,Greek And Roman Ghost Stories,Lacy Collison-Morley
17198,25454933,"The Botanical Magazine, Vol. 1 Or, Flower-Garden Displayed",William Curtis
17201,2261090,Is Life Worth Living?,William Hurrell Mallock
17203,18979119,"Witchcraft and Devil Lore in the Channel Islands Transcripts from the Official Records of the Guernsey Royal Court, with an English Translation and Historical Introduction",John Linwood Pitts
17209,8537549,A Treatise of Witchcraft,Alexander Roberts
17212,18963922,"Michelangelo A Collection Of Fifteen Pictures And A Portrait Of The Master, With Introduction And Interpretation",Estelle M. Hurll
17213,19052314,The Future of Islam,Wilfrid Scawen Blunt
17215,535651,Rembrandt,Mariet Westermann
17221,14992904,History of the Plague in London,Daniel Defoe
17226,17261509,"Emily Fox-Seton Being ""The Making of a Marchioness"" and ""The Methods of Lady Walderhurst""",Frances Hodgson Burnett
17243,915698,Full Revelations of a Professional Rat-Catcher After 25 Years' Experience,Ike Matthews
17246,18670760,The Quest of the Simple Life,William James Dawson
17249,12475728,Added Upon A Story,Nephi Anderson
17254,2058305,The Slant Book,Peter Newell
17260,20701548,Tempest and Sunshine,Mary J. Holmes
17263,8970132,The Astonishing History Of Troy Town,Arthur Quiller-Couch
17266,22168390,"The Banner Boy Scouts Or, The Struggle for Leadership",George A. Warren
17269,8840269,Weather and Folk Lore of Peterborough and District,Charles Dack
17280,6271853,Anthropology,Robert Ranulph Marett
17283,8987929,The Absurd ABC,Walter Crane
17287,6520104,History of France,Charlotte Mary Yonge
17300,8157383,The Story of Baden-Powell: 'The Wolf That Never Sleeps',Harold Begbie
17310,2315786,Tablets of Bahá’u’lláh - Revealed After the Kitáb-I-Aqdas,Baha'u'llah
17346,2320732,The Report on Unidentified Flying Objects,Edward J. Ruppelt
17350,1417677,The Practice and Theory of Bolshevism,Bertrand Russell
